"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL607351";"";"0";"391.47";"0";"2.97";"3";"CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(OCc2ccccc2)[C@H]1C5";"Emax";"'='";"101.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4032005";"Agonist activity at recombinant human MOR expressed in CHO cell membranes after 60 mins by [35S]GTPgammaS binding assay relative to MOR full agonist DAMGO";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4028881";"1";"Scientific Literature";"J Med Chem";"2017";"None";""
"CHEMBL495057";"";"0";"497.60";"0";"3.30";"14";"O=C(N[C@@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5)c1cnc2ccccc2c1";"Emax";"'='";"195.8";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1007140";"Activity at monocloned mu opioid receptor expressed in CHO cells by [35S]GTPgammaS binding assay";"F";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140920";"1";"Scientific Literature";"J. Med. Chem.";"2009";"CHEMBL3308072";""
"CHEMBL38874";"DAMGO";"0";"513.60";"2";"-0.94";"DAMGO";"C[C@@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)NCC(=O)N(C)[C@@H](Cc1ccccc1)C(=O)NCCO";"Emax";"'='";"120.0";"%";"";"";"";"UO_0000187";"";"";"";"";"1";"CHEMBL919395";"Agonist activity at human opioid gamma receptor expressed in CHO cells assessed as maximal stimulation of [35S]GTP-gamma-S binding";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147138";"1";"Scientific Literature";"J. Med. Chem.";"2007";"CHEMBL3308072";""
"CHEMBL1774948";"";"0";"835.09";"2";"7.86";"15c, MCL-694";"C=CCN1CC[C@]23c4c5ccc(OC(=O)CCCCCCCCC(=O)Oc6ccc7c(c6)[C@@]68CCCC[C@@]6(OC)[C@@H](C7)N(CC6CCC6)CC8)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5";"Emax";"'='";"62.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1777026";"Agonist activity at human mu-opioid receptor expressed in CHO cells assessed as stimulation of [35S]GTPgammaS binding after 60 mins by scintillation counting relative to control";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1772956";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2011";"CHEMBL3308072";""
"CHEMBL80463";"";"0";"472.59";"0";"3.65";"28";"Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N1Cc2ccccc2C[C@H]1CNC(=O)Nc1ccccc1";"Emax";"'='";"60.1";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL755356";"Compound was tested for maximum stimulation of mu opioid receptor by GTP-gamma [35S]- binding assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134689";"1";"Scientific Literature";"J. Med. Chem.";"2001";"None";""
"CHEMBL185415";"";"0";"430.62";"0";"3.76";"25";"CC(C)C1CCC(N2CCC(N3c4ccccc4CN(CC#N)S3(=O)=O)CC2)CC1";"Emax";"'='";"19.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL838025";"Agonist activity as maximal effect in [35S]-GTP-gamma binding assay compared to 10 uM DAMGO";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137888";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2004";"None";""
"CHEMBL364147";"";"0";"449.58";"0";"4.41";"19c";"O=S1(=O)Nc2ccccc2N1C1CCN(Cc2ccc(OCc3ccccc3)cc2)CC1";"Emax";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL838030";"Agonist activity as maximal effect in [35S]-GTP-gamma binding assay compared to 10 uM DAMGO; ND denotes not determined";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137888";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2004";"None";""
"CHEMBL405131";"";"0";"761.10";"2";"10.26";"15 MCL-177";"O=C(CCCCCCC(=O)Oc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(CC1CCC1)CC3)Oc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(CC1CCC1)CC3";"Emax";"'='";"60.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL749741";"Percent maximal stimulation in [35S]-GTP-gamma S binding assay mediated by the Opioid receptor mu 1 in chinese Hamster Ovary (CHO)membranes";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145905";"1";"Scientific Literature";"J. Med. Chem.";"2003";"None";""
"CHEMBL38874";"DAMGO";"0";"513.60";"2";"-0.94";"DAMGO";"C[C@@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)NCC(=O)N(C)[C@@H](Cc1ccccc1)C(=O)NCCO";"Emax";"'='";"98.14";"%";"";"";"";"UO_0000187";"";"";"";"";"1";"CHEMBL2166546";"Agonist activity at mu opioid receptor expressed in HEK293 cells assessed as inhibition of forskolin-induced cAMP accumulation after 30 mins by liquid scintillation counter relative to control";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2163332";"1";"Scientific Literature";"J. Med. Chem.";"2012";"CHEMBL3307715";""
"CHEMBL1824514";"";"0";"518.44";"0";"2.80";"4";"Cl.O=C(N[C@@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5)c1ccncc1Cl";"Emax";"'='";"24.86";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1828465";"Agonist activity against mu opioid receptor expressed in CHO cells assessed as stimulation of [35S]-GTPgammaS binding relative to DAMGO";"F";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1821548";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2011";"CHEMBL3308072";""
"CHEMBL401142";"";"0";"583.69";"1";"1.42";"1";"NC(=O)[C@H](Cc1ccccc1)NC(=O)CN1Cc2ccccc2C[C@]2(CCCN2C(=O)[C@@H](N)Cc2ccc(O)cc2)C1=O";"Emax";"'='";"322.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL924963";"Agonist activity at human mu opioid receptor expressed in CHO cells assessed as maximal stimulation of [35S]GTP-gamma-S binding relative to basal level";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140695";"1";"Scientific Literature";"J. Med. Chem.";"2008";"CHEMBL3308072";""
"CHEMBL557937";"";"0";"358.49";"0";"3.80";"7b";"CN1CC[C@]23Cc4c(c5ccccc5n4C)C[C@]2(Cc2ccc(O)cc23)C1";"Emax";"'='";"95.7";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1053216";"Agonist activity at human mu opioid receptor expressed in CHO cells assessed as stimulation of [35S]GTPgammaS binding by scintillation counting";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153456";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"CHEMBL3308072";""
"CHEMBL193039";"";"0";"789.16";"2";"11.04";"9 (MCL-193)";"O=C(CCCCCCCCC(=O)Oc1ccc2c(c1)[C@@]13CCCCC1[C@@H](C2)N(CC1CCC1)CC3)Oc1ccc2c(c1)[C@]13CCCCC1[C@H](C2)N(CC1CCC1)CC3";"Emax";"'='";"28.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL863310";"Activity at human mu opioid receptor expressed in CHO cells by [35S]GTP-gamma-S binding assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1148605";"1";"Scientific Literature";"J. Med. Chem.";"2006";"CHEMBL3308072";""
"CHEMBL317956";"DELTORPHIN C";"0";"768.87";"2";"-1.66";"Deltorphin II";"CC(C)[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](C)NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@H](C(=O)NCC(N)=O)C(C)C";"Emax";"'='";"21.8";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL755356";"Compound was tested for maximum stimulation of mu opioid receptor by GTP-gamma [35S]- binding assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134689";"1";"Scientific Literature";"J. Med. Chem.";"2001";"None";""
"CHEMBL49269";"CYCLORPHAN";"0";"297.44";"0";"3.86";"1";"Oc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(CC1CC1)CC3";"Emax";"'='";"40.0";"%";"";"";"";"UO_0000187";"";"";"";"";"1";"CHEMBL749741";"Percent maximal stimulation in [35S]-GTP-gamma S binding assay mediated by the Opioid receptor mu 1 in chinese Hamster Ovary (CHO)membranes";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145905";"1";"Scientific Literature";"J. Med. Chem.";"2003";"None";""
"CHEMBL501331";"";"0";"422.66";"1";"5.99";"22";"CN1CCC[C@H](c2nc3ccccc3n2C2CCN(C3(C)CCCCCCC3)CC2)C1";"Emax";"'='";"16.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL993925";"Agonist activity at human mu opioid receptor expressed in CHOK1 cells by [35S]GTPgammaS binding relative to DAMGO";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143349";"1";"Scientific Literature";"J. Med. Chem.";"2009";"CHEMBL3307512";""
"CHEMBL481547";"";"0";"454.03";"1";"7.64";"24";"CC1(N2CCC(n3c(-c4ccc(F)c(Cl)c4)nc4ccccc43)CC2)CCCCCCC1";"Emax";"'='";"21.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL993925";"Agonist activity at human mu opioid receptor expressed in CHOK1 cells by [35S]GTPgammaS binding relative to DAMGO";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143349";"1";"Scientific Literature";"J. Med. Chem.";"2009";"CHEMBL3307512";""
"CHEMBL481707";"";"0";"441.62";"1";"7.59";"26";"CC1(N2CCC(n3c(-c4cc5ccccc5o4)nc4ccccc43)CC2)CCCCCCC1";"Emax";"'='";"50.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL993925";"Agonist activity at human mu opioid receptor expressed in CHOK1 cells by [35S]GTPgammaS binding relative to DAMGO";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143349";"1";"Scientific Literature";"J. Med. Chem.";"2009";"CHEMBL3307512";""
"CHEMBL519925";"";"0";"437.68";"1";"5.36";"PCPB";"CC1CN(c2nc3ccccc3n2C2CCN(C3(C)CCCCCCC3)CC2)CC(C)N1";"Emax";"'='";"11.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL993925";"Agonist activity at human mu opioid receptor expressed in CHOK1 cells by [35S]GTPgammaS binding relative to DAMGO";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143349";"1";"Scientific Literature";"J. Med. Chem.";"2009";"CHEMBL3307512";""
"CHEMBL2048773";"";"0";"402.58";"1";"5.47";"4f, MCL-703";"Oc1ccc(CNc2ccc3c(c2)[C@@]24CCCC[C@H]2[C@@H](C3)N(CC2CC2)CC4)cc1";"Emax";"'='";"19.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL2050642";"Agonist activity at human mu opioid receptor expressed in CHO cells assessed as stimulation of [33S]GTPgammaS binding after 60 mins by scintillation counting relative to control";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2046406";"1";"Scientific Literature";"J. Med. Chem.";"2012";"CHEMBL3308072";""
"CHEMBL1774950";"";"0";"821.07";"2";"7.20";"15a, MCL-696";"C=CCN1CC[C@]23c4c5ccc(OC(=O)CCCCCCCCC(=O)Oc6ccc7c(c6)[C@@]68CCCC[C@@]6(O)[C@@H](C7)N(CC6CCC6)CC8)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5";"Emax";"'='";"19.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1777026";"Agonist activity at human mu-opioid receptor expressed in CHO cells assessed as stimulation of [35S]GTPgammaS binding after 60 mins by scintillation counting relative to control";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1772956";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2011";"CHEMBL3308072";""
"CHEMBL3264744";"";"0";"502.61";"1";"3.57";"4d";"CC(C)CN1CC[C@@]23c4c5ccc(O)c4OCO[C@]46CC[C@@]2(O[C@H](C(=O)N4Cc2ccccc2)[C@H]63)[C@H]1C5";"Emax";"'='";"12.2";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3271444";"Agonist activity at human mu opioid receptor expressed in HEK293 cells by CellKey method relative to DAMDO";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3259551";"1";"Scientific Literature";"ACS Med. Chem. Lett.";"2014";"CHEMBL3307715";""
"CHEMBL321170";"";"0";"443.59";"0";"4.48";"17";"O=C1CC[C@@]2(OCCCc3ccccc3)[C@H]3Cc4cccc5c4C2(CCN3CC2CC2)C1O5";"Emax";"'='";"43.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL749740";"Percent maximal stimulation of [35S]GTP-gamma-S, binding to recombinant human Opioid receptor mu 1 expressed in CHO cells";"F";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1148330";"1";"Scientific Literature";"J. Med. Chem.";"2004";"CHEMBL3308072";""
"CHEMBL1612697";"";"0";"408.54";"0";"4.42";"69; CYM51010";"CCOC(=O)C1(CCc2ccccc2)CCN(Cc2ccc(NC(C)=O)cc2)CC1";"Emax";"'='";"1197.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4409326";"Inhibition of mu opioid receptor (unknown origin) assessed as increase in beta arrestin recruitment relative to control";"F";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4406853";"1";"Scientific Literature";"Eur J Med Chem";"2019";"None";""
"CHEMBL363324";"HERKINORIN";"0";"494.54";"0";"4.29";"11";"COC(=O)[C@@H]1C[C@H](OC(=O)c2ccccc2)C(=O)[C@H]2[C@@]1(C)CC[C@H]1C(=O)O[C@H](c3ccoc3)C[C@]21C";"Emax";"'='";"130.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4409273";"Agonist activity at full length HA-tagged mu opioid receptor (unknown origin) expressed in HEK293 cells after 1 hr relative too control";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4406853";"1";"Scientific Literature";"Eur J Med Chem";"2019";"CHEMBL3307715";""
"CHEMBL184260";"";"0";"391.58";"0";"3.66";"20i";"CCCC1CCC(N2CCC(N3c4ccccc4CNS3(=O)=O)CC2)CC1";"Emax";"'='";"26.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL838025";"Agonist activity as maximal effect in [35S]-GTP-gamma binding assay compared to 10 uM DAMGO";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137888";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2004";"None";""
"CHEMBL409225";"";"0";"479.54";"0";"-0.45";"2, SB0304";"C[C@H](C(=O)N[C@H]1Cc2ccccc2CN(CC(N)=O)C1=O)N1Cc2cc(O)ccc2C[C@H](N)C1=O";"Emax";"'='";"78.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL2156323";"Agonist activity at human MOR expressed in HEK293 cell membrane assessed as inhibition of forskolin-induced cAMP accumulation by by liquid scintillation counting relative to control";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2150869";"1";"Scientific Literature";"J. Med. Chem.";"2011";"CHEMBL3307715";""
"CHEMBL250993";"";"0";"481.48";"1";"5.36";"8";"C[C@H]1C2Cc3ccc(C(=O)NCCc4cccc(Br)c4)cc3[C@@]1(C)CCN2CC1CC1";"Emax";"'='";"24.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL941715";"Agonist activity at human mu opioid receptor expressed in CHO cell membrane by [35S]GTPgammaS binding assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140563";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2007";"CHEMBL3308072";""
"CHEMBL4061334";"";"0";"440.63";"0";"4.97";"3a";"Oc1ccc2c(c1)C13CCN(CC4CC4)C(C2)C12CCC1C3[C@@H](CN1Cc1ccccc1)C2";"Emax";"'='";"18.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4036560";"Agonist activity at human recombinant MOR expressed in CHO cells assessed as cAMP accumulation at 10 uM relative to DAMGO";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4033739";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";""
"CHEMBL2208350";"";"0";"538.73";"2";"6.28";"17";"COc1ccc(-c2ccc(CCNC(=O)c3ccc4c(c3)C3(C)CCN(CC5CC5)C(C4)C3C)cc2)cc1OC";"Emax";"'='";"32.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL2213831";"Partial agonist activity at human mu opioid receptor expressed in CHO cells assessed as [35S]GTPgammaS binding after 60 mins by scintillation counting relative to untreated-control";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2203245";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2012";"CHEMBL3308072";""
"CHEMBL4065490";"";"0";"301.39";"0";"2.22";"2a";"CO[C@@]12CCC[C@@H]3Oc4c(O)ccc5c4[C@@]31CCN(C)[C@@H]2C5";"Emax";"'='";"105.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4032005";"Agonist activity at recombinant human MOR expressed in CHO cell membranes after 60 mins by [35S]GTPgammaS binding assay relative to MOR full agonist DAMGO";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4028881";"1";"Scientific Literature";"J Med Chem";"2017";"None";""
"CHEMBL4129668";"";"0";"1091.37";"None";"None";"4";"N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H]1CSSC[C@@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)C(=O)NCC(=O)N[C@@H](Cc2ccccc2)C(=O)NCCSSCCNC(=O)[C@H](Cc2ccccc2)NC(=O)CNC1=O";"Emax";"'='";"90.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4124515";"Agonist activity at MOR (unknown origin) expressed in HEK cells assessed as reduction in cAMP accumulation by split luciferase assay relative to DAMGO";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4118237";"1";"Scientific Literature";"Bioorg Med Chem";"2018";"None";""
"CHEMBL4066752";"";"0";"456.59";"0";"3.74";"2a";"O=C(c1ccccc1)N1C[C@H]2OC34CCC1C2C31CCN(CC2CC2)C4Cc2ccc(O)cc21";"Emax";"'='";"3.9";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4035933";"Agonist activity at human mu opioid receptor expressed in CHO cells assessed as inhibition of forskolin-induced cAMP accumulation at 10 uM after 30 mins by Eu-cAMP tracer based TR-FRET assay relative to DAMGO";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4033703";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";""
"CHEMBL515593";"";"0";"296.42";"0";"2.89";"16";"C[C@H]1C2Cc3cc4nn[nH]c4cc3[C@@]1(C)CCN2CC1CC1";"Emax";"'<'";"20.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1030614";"Agonist activity at human mu opioid receptor expressed in CHO cells assessed as stimulation of [35S]GTPgammaS binding relative to basal [35S]GTPgammaS binding";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136834";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"CHEMBL3308072";""
"CHEMBL4790712";"";"0";"522.55";"1";"4.43";"22b";"COC(=O)[C@@H]1C=C(OC(=O)c2ccc(OC)cc2)C(=O)[C@H]2[C@@]1(C)CC[C@H]1C(=O)O[C@H](c3ccoc3)C[C@@]12C";"Emax";"'='";"76.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4719857";"Agonist activity at human mu opiod receptor expressed in CHO-K1 cells assessed as stimulation of beta-arrestin recruitment measured after 90 mins by beta-galactosidase based PathHunter assay relative to DAMGO";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4715803";"1";"Scientific Literature";"J Med Chem";"2016";"None";"TIME = 1.5 hr"
"CHEMBL333357";"ENDOMORPHIN 2";"0";"571.68";"1";"1.19";"2, EM-2";"NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccc(O)cc1";"Emax";"'='";"82.75";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL2166546";"Agonist activity at mu opioid receptor expressed in HEK293 cells assessed as inhibition of forskolin-induced cAMP accumulation after 30 mins by liquid scintillation counter relative to control";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2163332";"1";"Scientific Literature";"J. Med. Chem.";"2012";"CHEMBL3307715";""
"CHEMBL4776924";"";"0";"334.44";"0";"2.47";"14p";"CCN1CC2(CCN(CCc3ccccc3F)CC2)O[C@H](C)C1=O";"Emax";"'='";"84.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4676427";"Agonist activity at human MOR expressed in CHOK1 cells assessed as stimulation of cAMP accumulation incubated for 45 mins by HTRF assay relative to DAMGO";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL233";"Mu opioid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4673253";"1";"Scientific Literature";"J Med Chem";"2020";"None";"TIME = 0.75 hr"
